Unique Key,Collectors Name,Collecting Event,Start,Night Low (°F),End,Day High (°F),Precipitation (Yes/No),MMWR Week,Latitude,Longitute,County,City,Collection Site,Number of Traps,Collecting Method,Pool ID,Genus,Species,Number of Specimens,LAC Result,SLE Result,WNV Result,EEE Result,Adult Females,Adult Males,Collectors Organization,Test Result Date,ID Date,Location,Data Entrant,Date of Data Entry,,,,,,,,,,
665,Joshua Hardesty,118,6/15/2017,65,6/16/2017,82,yes,24,39.5366,-78.4544,Morgan,Paw Paw,Rural site,2,CDC Gravid Trap,433,Aedes,Aedes japonicus,6,Not Tested,Not Tested,Not Tested,Not Tested,6,0,Local Health Department (Berkeley),,7/6/2017,"Paw Paw Sewage Treatment Plant, 122 Winchester Street, Paw Paw, Morgan Co., WV",Eric Dotseth,7/6/2017,,,,,,,,,,
666,Joshua Hardesty,118,6/15/2017,65,6/16/2017,82,yes,24,39.5366,-78.4544,Morgan,Paw Paw,Rural site,2,CDC Gravid Trap,433,Aedes,Aedes japonicus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,Local Health Department (Berkeley),,7/6/2017,"Paw Paw Sewage Treatment Plant, 122 Winchester Street, Paw Paw, Morgan Co., WV",Eric Dotseth,7/19/2017,,,,,,,,,,
667,Joshua Hardesty,119,6/15/2017,65,6/16/2017,82,yes,24,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,2,CDC Light Trap WITH dry ice,434,Aedes,Aedes vexans,5,Not Tested,Not Tested,Not Tested,Not Tested,5,0,Local Health Department (Berkeley),,7/6/2017,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV",Eric Dotseth,7/19/2017,,,,,,,,,,
668,Joshua Hardesty,119,6/15/2017,65,6/16/2017,82,yes,24,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,2,CDC Light Trap WITH dry ice,434,Aedes,Aedes trivittatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/6/2017,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV",Eric Dotseth,7/19/2017,,,,,,,,,,
669,Joshua Hardesty,119,6/15/2017,65,6/16/2017,82,yes,24,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,2,CDC Light Trap WITH dry ice,435,Culex,Culex spp.,1,Negative,Negative,Negative,Negative,1,0,Local Health Department (Berkeley),7/19/2017,7/6/2017,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV",Eric Dotseth,7/19/2017,,,,,,,,,,
670,Joshua Hardesty,119,6/15/2017,65,6/16/2017,82,yes,24,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,2,CDC Light Trap WITH dry ice,434,Aedes,Aedes trivittatus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,Local Health Department (Berkeley),,7/6/2017,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV",Eric Dotseth,7/19/2017,,,,,,,,,,
671,Joshua Hardesty,119,6/15/2017,65,6/16/2017,82,yes,24,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,2,CDC Gravid Trap,435,Culex,Culex restuans,5,Negative,Negative,Negative,Negative,5,0,Local Health Department (Berkeley),7/19/2017,7/6/2017,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV",Eric Dotseth,7/19/2017,,,,,,,,,,
672,Joshua Hardesty,119,6/15/2017,65,6/16/2017,82,yes,24,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,2,CDC Gravid Trap,435,Culex,Culex restuans,37,Negative,Negative,Negative,Negative,37,0,Local Health Department (Berkeley),7/19/2017,7/6/2017,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV",Eric Dotseth,7/19/2017,,,,,,,,,,
673,Joshua Hardesty,119,6/15/2017,65,6/16/2017,82,yes,24,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,2,CDC Gravid Trap,436,Culex,Culex restuans,10,Negative,Negative,Negative,Negative,10,0,Local Health Department (Berkeley),7/19/2017,7/6/2017,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV",Eric Dotseth,7/19/2017,,,,,,,,,,
845,Joshua Hardesty,154,6/21/2017,59,6/23/2017,89,yes,25,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Gravid Trap,558,Aedes,Aedes japonicus,4,Negative,Negative,Negative,Negative,4,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Poor House Farm Park, Martinsburg, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
846,Joshua Hardesty,154,6/21/2017,59,6/23/2017,89,yes,25,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Gravid Trap,559,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Poor House Farm Park, Martinsburg, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
847,Joshua Hardesty,154,6/21/2017,59,6/23/2017,89,yes,25,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Gravid Trap,558,Aedes,Aedes vexans,1,Negative,Negative,Negative,Negative,1,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Poor House Farm Park, Martinsburg, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
848,Joshua Hardesty,154,6/21/2017,59,6/23/2017,89,yes,25,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Gravid Trap,558,Aedes,Aedes japonicus,1,Negative,Negative,Negative,Negative,1,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Poor House Farm Park, Martinsburg, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
849,Joshua Hardesty,154,6/21/2017,59,6/23/2017,89,yes,25,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Gravid Trap,560,Culex,Culex restuans,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,Local Health Department (Berkeley),,7/20/2017,"Poor House Farm Park, Martinsburg, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
850,Joshua Hardesty,154,6/21/2017,59,6/23/2017,89,yes,25,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,561,Anopheles,Anopheles punctipennis,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Poor House Farm Park, Martinsburg, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
851,Joshua Hardesty,154,6/21/2017,59,6/23/2017,89,yes,25,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,560,Culex,Culex restuans,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Poor House Farm Park, Martinsburg, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
852,Joshua Hardesty,154,6/21/2017,59,6/23/2017,89,yes,25,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,558,Aedes,Aedes triseriatus,2,Negative,Negative,Negative,Negative,2,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Poor House Farm Park, Martinsburg, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
853,Joshua Hardesty,154,6/21/2017,59,6/23/2017,89,yes,25,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,558,Aedes,Aedes vexans,1,Negative,Negative,Negative,Negative,1,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Poor House Farm Park, Martinsburg, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
854,Joshua Hardesty,154,6/21/2017,59,6/23/2017,89,yes,25,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,558,Aedes,Aedes trivittatus,17,Negative,Negative,Negative,Negative,17,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Poor House Farm Park, Martinsburg, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
855,Joshua Hardesty,154,6/21/2017,59,6/23/2017,89,yes,25,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,561,Anopheles,Anopheles punctipennis,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Poor House Farm Park, Martinsburg, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
856,Joshua Hardesty,155,6/21/2017,59,6/23/2017,89,yes,25,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,562,Aedes,Aedes albopictus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
857,Joshua Hardesty,155,6/21/2017,59,6/23/2017,89,yes,25,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,563,Aedes,Aedes trivittatus,1,Negative,Negative,Negative,Negative,1,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
858,Joshua Hardesty,155,6/21/2017,59,6/23/2017,89,yes,25,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,564,Coquillettidia,Coquilletidia perturbans,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
859,Joshua Hardesty,155,6/21/2017,59,6/23/2017,89,yes,25,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,562,Aedes,Aedes albopictus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,Local Health Department (Berkeley),,7/20/2017,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
860,Joshua Hardesty,155,6/21/2017,59,6/23/2017,89,yes,25,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,563,Aedes,Aedes japonicus,2,Negative,Negative,Negative,Negative,2,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
861,Joshua Hardesty,155,6/21/2017,59,6/23/2017,89,yes,25,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,563,Aedes,Aedes trivittatus,4,Negative,Negative,Negative,Negative,4,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
862,Joshua Hardesty,155,6/21/2017,59,6/23/2017,89,yes,25,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,563,Aedes,Aedes vexans,4,Negative,Negative,Negative,Negative,4,0,Local Health Department (Berkeley),7/28/2017,7/25/2017,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
863,Joshua Hardesty,155,6/21/2017,59,6/23/2017,89,yes,25,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,564,Coquillettidia,Coquilletidia perturbans,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
864,Joshua Hardesty,155,6/21/2017,59,6/23/2017,89,yes,25,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,561,Anopheles,Anopheles spp.,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
865,Joshua Hardesty,155,6/21/2017,59,6/23/2017,89,yes,25,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,561,Anopheles,Anopheles punctipennis,3,Not Tested,Not Tested,Not Tested,Not Tested,0,0,Local Health Department (Berkeley),,7/20/2017,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
866,Joshua Hardesty,155,6/21/2017,59,6/23/2017,89,yes,25,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,563,Aedes,Aedes vexans,1,Negative,Negative,Negative,Negative,1,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
867,Joshua Hardesty,155,6/21/2017,59,6/23/2017,89,yes,25,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Gravid Trap,565,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
868,Joshua Hardesty,155,6/21/2017,59,6/23/2017,89,yes,25,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Gravid Trap,562,Aedes,Aedes albopictus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,Local Health Department (Berkeley),,7/20/2017,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
869,Joshua Hardesty,155,6/21/2017,59,6/23/2017,89,yes,25,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Gravid Trap,563,Aedes,Aedes japonicus,2,Negative,Negative,Negative,Negative,2,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
870,Joshua Hardesty,155,6/21/2017,59,6/23/2017,89,yes,25,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Gravid Trap,563,Aedes,Aedes triseriatus,5,Negative,Negative,Negative,Negative,5,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
871,Joshua Hardesty,156,6/21/2017,59,6/23/2017,89,yes,25,39.5026,-77.8509,Berkeley,Shepherdstown,Rural site,2,CDC Light Trap WITH dry ice,566,Culex,Culex restuans,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,Local Health Department (Berkeley),,7/20/2017,"Yankhauer Nature Preserve, Shepherdstown, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
872,Joshua Hardesty,157,6/21/2017,59,6/23/2017,89,yes,25,39.5041,-77.8537,Berkeley,Martinsburg,Rural site,2,CDC Gravid Trap,568,Culex,Culex restuans,20,Negative,Negative,Negative,Negative,20,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Still Meadow Farm, Whitings Neck Road, Martinsburg, Berkeley Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
873,Joshua Hardesty,158,6/21/2017,59,6/23/2017,89,yes,25,39.2645,-77.9759,Jefferson,Summit Point,Rural site,2,CDC Light Trap WITH dry ice,569,Culex,Culex restuans,3,Not Tested,Not Tested,Not Tested,Not Tested,3,0,Local Health Department (Berkeley),,7/20/2017,"South Jefferson Park, 4095 Leetown Road, Summit Point, Jefferson Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
874,Joshua Hardesty,158,6/21/2017,59,6/23/2017,89,yes,25,39.2645,-77.9759,Jefferson,Summit Point,Rural site,2,CDC Light Trap WITH dry ice,570,Anopheles,Anopheles punctipennis,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"South Jefferson Park, 4095 Leetown Road, Summit Point, Jefferson Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
875,Joshua Hardesty,158,6/21/2017,59,6/23/2017,89,yes,25,39.2645,-77.9759,Jefferson,Summit Point,Rural site,2,CDC Gravid Trap,571,Aedes,Aedes japonicus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"South Jefferson Park, 4095 Leetown Road, Summit Point, Jefferson Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
876,Joshua Hardesty,158,6/21/2017,59,6/23/2017,89,yes,25,39.2645,-77.9759,Jefferson,Summit Point,Rural site,2,CDC Gravid Trap,569,Culex,Culex restuans,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,Local Health Department (Berkeley),,7/20/2017,"South Jefferson Park, 4095 Leetown Road, Summit Point, Jefferson Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
877,Joshua Hardesty,159,6/21/2017,59,6/23/2017,89,yes,25,39.2587,-77.807,Jefferson,Charles Town,Rural site,2,CDC Gravid Trap,570,Aedes,Aedes japonicus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Moulton Park, 716 Milville Road, Charles Town, Jefferson Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
878,Joshua Hardesty,159,6/21/2017,59,6/23/2017,89,yes,25,39.2587,-77.807,Jefferson,Charles Town,Rural site,2,CDC Gravid Trap,571,Culex,Culex restuans,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Moulton Park, 716 Milville Road, Charles Town, Jefferson Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
879,Joshua Hardesty,160,6/21/2017,59,6/23/2017,89,yes,25,39.4218,-77.8212,Jefferson,Shepherdstown,Rural site,2,CDC Light Trap WITH dry ice,572,Aedes,Aedes japonicus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Morgan's Grove Park, Kearneysville Pike, Shepherdstown, Jefferson Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
880,Joshua Hardesty,160,6/21/2017,59,6/23/2017,89,yes,25,39.4218,-77.8212,Jefferson,Shepherdstown,Rural site,2,CDC Light Trap WITH dry ice,572,Aedes,Aedes vexans,3,Not Tested,Not Tested,Not Tested,Not Tested,3,0,Local Health Department (Berkeley),,7/20/2017,"Morgan's Grove Park, Kearneysville Pike, Shepherdstown, Jefferson Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
881,Joshua Hardesty,160,6/21/2017,59,6/23/2017,89,yes,25,39.4218,-77.8212,Jefferson,Shepherdstown,Rural site,2,CDC Light Trap WITH dry ice,573,Anopheles,Anopheles spp.,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Morgan's Grove Park, Kearneysville Pike, Shepherdstown, Jefferson Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
882,Joshua Hardesty,160,6/21/2017,59,6/23/2017,89,yes,25,39.4218,-77.8212,Jefferson,Shepherdstown,Rural site,2,CDC Gravid Trap,572,Aedes,Aedes triseriatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Morgan's Grove Park, Kearneysville Pike, Shepherdstown, Jefferson Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
883,Joshua Hardesty,160,6/21/2017,59,6/23/2017,89,yes,25,39.4218,-77.8212,Jefferson,Shepherdstown,Rural site,2,CDC Gravid Trap,573,Anopheles,Anopheles punctipennis,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Morgan's Grove Park, Kearneysville Pike, Shepherdstown, Jefferson Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
884,Joshua Hardesty,160,6/21/2017,59,6/23/2017,89,yes,25,39.4218,-77.8212,Jefferson,Shepherdstown,Rural site,2,CDC Gravid Trap,574,Culex,Culex restuans,3,Negative,Negative,Negative,Negative,2,1,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Morgan's Grove Park, Kearneysville Pike, Shepherdstown, Jefferson Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
885,Joshua Hardesty,160,6/21/2017,59,6/23/2017,89,yes,25,39.4218,-77.8212,Jefferson,Shepherdstown,Rural site,2,CDC Gravid Trap,572,Aedes,Aedes vexans,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Morgan's Grove Park, Kearneysville Pike, Shepherdstown, Jefferson Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
886,Joshua Hardesty,160,6/21/2017,59,6/23/2017,89,yes,25,39.4218,-77.8212,Jefferson,Shepherdstown,Rural site,2,CDC Gravid Trap,574,Culex,Culex restuans,10,Negative,Negative,Negative,Negative,10,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Morgan's Grove Park, Kearneysville Pike, Shepherdstown, Jefferson Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
887,Joshua Hardesty,161,6/21/2017,57,6/22/2017,85,no,25,39.5086,-78.3015,Morgan,Berkeley Springs,Rural site,2,CDC Gravid Trap,575,Culex,Culex restuans,20,Negative,Negative,Negative,Negative,20,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Cacapon State Park, 818 Cacapon Lodge Drive, Berkeley Springs, Morgan Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
888,Joshua Hardesty,161,6/21/2017,57,6/22/2017,85,no,25,39.5086,-78.3015,Morgan,Berkeley Springs,Rural site,2,CDC Gravid Trap,575,Culex,Culex restuans,5,Negative,Negative,Negative,Negative,5,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Cacapon State Park, 818 Cacapon Lodge Drive, Berkeley Springs, Morgan Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
889,Joshua Hardesty,161,6/21/2017,57,6/22/2017,85,no,25,39.5086,-78.3015,Morgan,Berkeley Springs,Rural site,2,CDC Gravid Trap,576,Aedes,Aedes albopictus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Cacapon State Park, 818 Cacapon Lodge Drive, Berkeley Springs, Morgan Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
890,Joshua Hardesty,162,6/21/2017,57,6/22/2017,85,no,25,39.5366,-78.4543,Morgan,Paw Paw,Rural site,2,CDC Light Trap WITH dry ice,577,Aedes,Aedes vexans,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Paw Paw Sewage Treatment Plant, 122 Winchester Street, Paw Paw, Morgan Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
891,Joshua Hardesty,162,6/21/2017,57,6/22/2017,85,no,25,39.5366,-78.4543,Morgan,Paw Paw,Rural site,2,CDC Light Trap WITH dry ice,578,Culex,Culex restuans,1,Negative,Negative,Negative,Negative,1,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Paw Paw Sewage Treatment Plant, 122 Winchester Street, Paw Paw, Morgan Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
892,Joshua Hardesty,162,6/21/2017,57,6/22/2017,85,no,25,39.5366,-78.4543,Morgan,Paw Paw,Rural site,2,CDC Gravid Trap,577,Aedes,Aedes triseriatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Paw Paw Sewage Treatment Plant, 122 Winchester Street, Paw Paw, Morgan Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
893,Joshua Hardesty,162,6/21/2017,57,6/22/2017,85,no,25,39.5366,-78.4543,Morgan,Paw Paw,Rural site,2,CDC Gravid Trap,577,Aedes,Aedes japonicus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Paw Paw Sewage Treatment Plant, 122 Winchester Street, Paw Paw, Morgan Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
894,Joshua Hardesty,162,6/21/2017,57,6/22/2017,85,no,25,39.5366,-78.4543,Morgan,Paw Paw,Rural site,2,CDC Gravid Trap,579,Aedes,Aedes albopictus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,Local Health Department (Berkeley),,7/20/2017,"Paw Paw Sewage Treatment Plant, 122 Winchester Street, Paw Paw, Morgan Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
895,Joshua Hardesty,162,6/21/2017,57,6/22/2017,85,no,25,39.5366,-78.4543,Morgan,Paw Paw,Rural site,2,CDC Gravid Trap,578,Culex,Culex restuans,16,Negative,Negative,Negative,Negative,16,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Paw Paw Sewage Treatment Plant, 122 Winchester Street, Paw Paw, Morgan Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
896,Joshua Hardesty,162,6/21/2017,57,6/22/2017,85,no,25,39.5366,-78.4543,Morgan,Paw Paw,Rural site,2,CDC Gravid Trap,579,Culex,Culex restuans,3,Not Tested,Not Tested,Not Tested,Not Tested,3,0,Local Health Department (Berkeley),,7/20/2017,"Paw Paw Sewage Treatment Plant, 122 Winchester Street, Paw Paw, Morgan Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
897,Joshua Hardesty,162,6/21/2017,57,6/22/2017,85,no,25,39.5366,-78.4543,Morgan,Paw Paw,Rural site,1,BG Sentinel Trap WITHOUT dry ice,577,Aedes,Aedes triseriatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Paw Paw Sewage Treatment Plant, 122 Winchester Street, Paw Paw, Morgan Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
898,Joshua Hardesty,163,6/21/2017,57,6/22/2017,85,no,25,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,2,CDC Gravid Trap,580,Culex,Culex restuans,9,Negative,Negative,Negative,Negative,9,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
899,Joshua Hardesty,163,6/21/2017,57,6/22/2017,85,no,25,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,2,CDC Gravid Trap,580,Culex,Culex restuans,11,Negative,Negative,Negative,Negative,11,0,Local Health Department (Berkeley),7/28/2017,7/20/2017,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV",Eric Dotseth,7/20/2017,,,,,,,,,,
900,Joshua Hardesty,163,6/21/2017,57,6/22/2017,85,no,25,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,1,BG Sentinel Trap WITHOUT dry ice,581,Aedes,Aedes triseriatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,Local Health Department (Berkeley),,7/20/2017,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV",Eric Dotseth,7/25/2017,,,,,,,,,,
