UniqueKey,CollectingEventID,StartCollectingDate,EndCollectingDate,MMWRWeek,Latitude,Longitude,County,NearestPopulatedLocation,CollectionSite,NumberofTraps,CollectingMethod,PoolID,Genus,Species,NumberofSpecimens,LACResult,SLEResult,WNVResult,EEEResult,AdultFemales,AdultMales,NearestStreetAddress
514,96,6/13/2017,6/14/2017,24,38.4,-82.4953,Wayne,Huntington,Residence,3,CDC Gravid Trap,336,Toxorhynchites,Toxorhynchites rutilus septentrionalis,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"2691 Park Avenue, Huntington, Wayne Co. WV"
515,97,6/13/2017,6/14/2017,24,38.4187,-82.4512,Cabell,Huntington,Urban site,2,CDC Light Trap WITH dry ice,337,Aedes,Aedes albopictus,50,Negative,Negative,Negative,Negative,50,0,"5th Street West, Huntington, Cabell Co., WV"
516,97,6/13/2017,6/14/2017,24,38.4187,-82.4512,Cabell,Huntington,Urban site,2,CDC Light Trap WITH dry ice,338,Culex,Culex restuans,16,Negative,Negative,Negative,Negative,16,0,"5th Street West, Huntington, Cabell Co., WV"
517,97,6/13/2017,6/14/2017,24,38.4187,-82.4512,Cabell,Huntington,Urban site,2,CDC Light Trap WITH dry ice,339,Anopheles,Anopheles punctipennis,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"5th Street West, Huntington, Cabell Co., WV"
518,97,6/13/2017,6/14/2017,24,38.4187,-82.4512,Cabell,Huntington,Urban site,2,CDC Gravid Trap,340,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"5th Street West, Huntington, Cabell Co., WV"
519,97,6/13/2017,6/14/2017,24,38.4187,-82.4512,Cabell,Huntington,Urban site,2,CDC Gravid Trap,341,Culex,Culex restuans,16,Negative,Negative,Negative,Negative,16,0,"5th Street West, Huntington, Cabell Co., WV"
520,97,6/13/2017,6/14/2017,24,38.4187,-82.4512,Cabell,Huntington,Urban site,2,CDC Gravid Trap,342,Aedes,Aedes albopictus,12,Negative,Negative,Negative,Negative,12,0,"5th Street West, Huntington, Cabell Co., WV"
521,98,6/13/2017,6/14/2017,24,38.4194,-82.4619,Cabell,Huntington,Urban site,2,CDC Gravid Trap,343,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"3rd Street West, Huntington, Cabell Co., WV"
522,98,6/13/2017,6/14/2017,24,38.4194,-82.4619,Cabell,Huntington,Urban site,2,CDC Gravid Trap,344,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"3rd Street West, Huntington, Cabell Co., WV"
523,98,6/13/2017,6/14/2017,24,38.4194,-82.4619,Cabell,Huntington,Urban site,2,CDC Gravid Trap,345,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"3rd Street West, Huntington, Cabell Co., WV"
524,98,6/13/2017,6/14/2017,24,38.4194,-82.4619,Cabell,Huntington,Urban site,2,CDC Gravid Trap,346,Culex,Culex restuans,50,Not Tested,Not Tested,Not Tested,Not Tested,50,0,"3rd Street West, Huntington, Cabell Co., WV"
525,98,6/13/2017,6/14/2017,24,38.4194,-82.4619,Cabell,Huntington,Urban site,50,CDC Gravid Trap,347,Culex,Culex restuans,50,Not Tested,Not Tested,Not Tested,Not Tested,50,0,"3rd Street West, Huntington, Cabell Co., WV"
526,98,6/13/2017,6/14/2017,24,38.4194,-82.4619,Cabell,Huntington,Urban site,2,CDC Gravid Trap,348,Culex,Culex restuans,29,Not Tested,Not Tested,Not Tested,Not Tested,29,0,"3rd Street West, Huntington, Cabell Co., WV"
527,98,6/13/2017,6/14/2017,24,38.4194,-82.4619,Cabell,Huntington,Urban site,2,CDC Gravid Trap,349,Aedes,Aedes japonicus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"3rd Street West, Huntington, Cabell Co., WV"
528,98,6/13/2017,6/14/2017,24,38.4194,-82.4619,Cabell,Huntington,Urban site,2,CDC Gravid Trap,350,Aedes,Aedes albopictus,3,Not Tested,Not Tested,Not Tested,Not Tested,3,0,"3rd Street West, Huntington, Cabell Co., WV"
529,99,6/14/2017,6/15/2017,24,38.4322,-82.365,Cabell,Huntington,Residence,3,CDC Light Trap WITH dry ice,351,Coquillettidia,Coquilletidia perturbans,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"4341 Ohio River Road, Huntington, Cabell Co., WV"
530,99,6/14/2017,6/15/2017,24,38.4322,-82.365,Cabell,Huntington,Residence,3,CDC Light Trap WITH dry ice,352,Culex,Culex restuans,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"4341 Ohio River Road, Huntington, Cabell Co., WV"
531,99,6/14/2017,6/15/2017,24,38.4322,-82.365,Cabell,Huntington,Residence,2,CDC Gravid Trap,352,Culex,Culex restuans,50,Not Tested,Not Tested,Not Tested,Not Tested,50,0,"4341 Ohio River Road, Huntington, Cabell Co., WV"
532,99,6/14/2017,6/15/2017,24,38.4322,-82.365,Cabell,Huntington,Residence,2,CDC Gravid Trap,353,Culex,Culex restuans,50,Not Tested,Not Tested,Not Tested,Not Tested,50,0,"4341 Ohio River Road, Huntington, Cabell Co., WV"
533,99,6/14/2017,6/15/2017,24,38.4322,-82.365,Cabell,Huntington,Residence,2,CDC Gravid Trap,354,Aedes,Aedes albopictus,8,Not Tested,Not Tested,Not Tested,Not Tested,8,0,"4341 Ohio River Road, Huntington, Cabell Co., WV"
534,100,6/14/2017,6/15/2017,24,38.4153,-82.4286,Cabell,Huntington,Urban site,2,CDC Light Trap WITH dry ice,355,Aedes,Aedes albopictus,50,Not Tested,Not Tested,Not Tested,Not Tested,50,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
535,100,6/14/2017,6/15/2017,24,38.4153,-82.4286,Cabell,Huntington,Urban site,2,CDC Light Trap WITH dry ice,356,Aedes,Aedes albopictus,52,Not Tested,Not Tested,Not Tested,Not Tested,52,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
536,100,6/14/2017,6/15/2017,24,38.4153,-82.4286,Cabell,Huntington,Urban site,2,CDC Light Trap WITH dry ice,357,Culex,Culex restuans,21,Negative,Negative,Negative,Negative,21,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
537,100,6/14/2017,6/15/2017,24,38.4153,-82.4286,Cabell,Huntington,Urban site,2,CDC Gravid Trap,358,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
538,100,6/14/2017,6/15/2017,24,38.4153,-82.4286,Cabell,Huntington,Urban site,2,CDC Gravid Trap,359,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
539,100,6/14/2017,6/15/2017,24,38.4153,-82.4286,Cabell,Huntington,Urban site,2,CDC Gravid Trap,360,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
540,100,6/14/2017,6/15/2017,24,38.4153,-82.4286,Cabell,Huntington,Urban site,2,CDC Gravid Trap,361,Culex,Culex restuans,11,Negative,Negative,Negative,Negative,11,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
541,100,6/14/2017,6/15/2017,24,38.4153,-82.4286,Cabell,Huntington,Urban site,2,CDC Gravid Trap,362,Aedes,Aedes albopictus,27,Negative,Negative,Negative,Negative,27,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
542,100,6/14/2017,6/15/2017,24,38.4153,-82.4286,Cabell,Huntington,Urban site,2,CDC Gravid Trap,363,Aedes,Aedes japonicus,48,Negative,Negative,Negative,Negative,48,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
543,100,6/14/2017,6/15/2017,24,38.4153,-82.4286,Cabell,Huntington,Urban site,2,CDC Gravid Trap,364,Aedes,Aedes japonicus,10,Negative,Negative,Negative,Negative,0,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
544,100,6/14/2017,6/15/2017,24,38.4153,-82.4286,Cabell,Huntington,Urban site,2,CDC Gravid Trap,365,Aedes,Aedes albopictus,22,Negative,Negative,Negative,Negative,22,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
545,100,6/14/2017,6/15/2017,24,38.4153,-82.4286,Cabell,Huntington,Urban site,2,CDC Gravid Trap,366,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
546,100,6/14/2017,6/15/2017,24,38.4153,-82.4286,Cabell,Huntington,Urban site,3,CDC Gravid Trap,367,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
547,100,6/14/2017,6/15/2017,24,38.4153,-82.4286,Cabell,Huntington,Urban site,3,CDC Gravid Trap,368,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
548,100,6/14/2017,6/15/2017,24,38.4153,-82.4286,Cabell,Huntington,Urban site,3,CDC Gravid Trap,369,Culex,Culex restuans,18,Negative,Negative,Negative,Negative,18,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
549,100,6/14/2017,6/15/2017,24,38.4153,-82.4286,Cabell,Huntington,Urban site,3,CDC Gravid Trap,370,Aedes,Aedes japonicus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
550,101,6/21/2017,6/22/2017,25,38.4103,-82.2686,Cabell,Huntington,Residence,3,CDC Gravid Trap,371,Culex,Culex restuans,43,Negative,Negative,Negative,Negative,43,0,"2 Wilson Circle, Huntington, Cabell Co., WV"
551,101,6/21/2017,6/22/2017,25,38.4103,-82.2686,Cabell,Huntington,Residence,3,CDC Gravid Trap,372,Aedes,Aedes japonicus,5,Not Tested,Not Tested,Not Tested,Not Tested,5,0,"2 Wilson Circle, Huntington, Cabell Co., WV"
552,101,6/21/2017,6/22/2017,25,38.4103,-82.2686,Cabell,Huntington,Residence,3,CDC Gravid Trap,373,Aedes,Aedes albopictus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"2 Wilson Circle, Huntington, Cabell Co., WV"
553,102,6/21/2017,6/22/2017,25,38.4119,-82.3017,Cabell,Huntington,Residence,2,CDC Gravid Trap,374,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"115 Martin Drive, Huntington, Cabell Co., WV"
554,102,6/21/2017,6/22/2017,25,38.4119,-82.3017,Cabell,Huntington,Residence,2,CDC Gravid Trap,375,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"115 Martin Drive, Huntington, Cabell Co., WV"
555,102,6/21/2017,6/22/2017,25,38.4119,-82.3017,Cabell,Huntington,Residence,2,CDC Gravid Trap,376,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"115 Martin Drive, Huntington, Cabell Co., WV"
556,102,6/21/2017,6/22/2017,25,38.4119,-82.3017,Cabell,Huntington,Residence,2,CDC Gravid Trap,377,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"115 Martin Drive, Huntington, Cabell Co., WV"
557,102,6/21/2017,6/22/2017,25,38.4119,-82.3017,Cabell,Huntington,Residence,2,CDC Gravid Trap,378,Culex,Culex restuans,15,Negative,Negative,Negative,Negative,15,0,"115 Martin Drive, Huntington, Cabell Co., WV"
558,102,6/21/2017,6/22/2017,25,38.4119,-82.3017,Cabell,Huntington,Residence,2,CDC Gravid Trap,379,Aedes,Aedes albopictus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"115 Martin Drive, Huntington, Cabell Co., WV"
559,103,6/22/2017,6/23/2017,25,38.4,-82.5297,Wayne,Huntington,Residence,2,CDC Light Trap WITH dry ice,380,Culex,Culex restuans,2,Negative,Negative,Negative,Negative,2,0,"5110 Sunset Drive, Huntington, Wayne Co., WV"
560,103,6/22/2017,6/23/2017,25,38.4,-82.5297,Wayne,Huntington,Residence,15,CDC Gravid Trap,380,Culex,Culex restuans,15,Negative,Negative,Negative,Negative,15,0,"5110 Sunset Drive, Huntington, Wayne Co., WV"
561,103,6/22/2017,6/23/2017,25,38.4,-82.5297,Wayne,Huntington,Residence,2,CDC Light Trap WITH dry ice,381,Culex,Culex restuans,17,Negative,Negative,Negative,Negative,17,0,"5110 Sunset Drive, Huntington, Wayne Co., WV"
562,103,6/22/2017,6/23/2017,25,38.4,-82.5297,Wayne,Huntington,Residence,2,CDC Light Trap WITH dry ice,382,Aedes,Aedes japonicus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"5110 Sunset Drive, Huntington, Wayne Co., WV"
563,104,6/22/2017,6/23/2017,25,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Light Trap WITH dry ice,383,Culex,Culex restuans,5,Negative,Negative,Negative,Negative,5,0,"425 Camden Road, Huntington, Wayne Co., WV"
564,104,6/22/2017,6/23/2017,25,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Light Trap WITH dry ice,384,Aedes,Aedes japonicus,8,Negative,Negative,Negative,Negative,8,0,"425 Camden Road, Huntington, Wayne Co., WV"
565,104,6/22/2017,6/23/2017,25,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Light Trap WITH dry ice,385,Aedes,Aedes albopictus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"425 Camden Road, Huntington, Wayne Co., WV"
566,104,6/22/2017,6/23/2017,25,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Gravid Trap,385,Aedes,Aedes albopictus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"425 Camden Road, Huntington, Wayne Co., WV"
567,104,6/22/2017,6/23/2017,25,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Gravid Trap,383,Culex,Culex restuans,14,Negative,Negative,Negative,Negative,14,0,"425 Camden Road, Huntington, Wayne Co., WV"
568,104,6/22/2017,6/23/2017,25,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Gravid Trap,384,Aedes,Aedes japonicus,2,Negative,Negative,Negative,Negative,2,0,"425 Camden Road, Huntington, Wayne Co., WV"
569,105,6/26/2017,6/27/2017,26,38.4,-82.5297,Wayne,Huntington,Residence,4,CDC Gravid Trap,386,Aedes,Aedes albopictus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"5110 Sunset Drive, Huntington, Wayne Co., WV"
570,105,6/26/2017,6/27/2017,26,38.4,-82.5297,Wayne,Huntington,Residence,4,CDC Gravid Trap,387,Culex,Culex restuans,51,Negative,Negative,Negative,Negative,51,0,"5110 Sunset Drive, Huntington, Wayne Co., WV"
571,105,6/26/2017,6/27/2017,26,38.4,-82.5297,Wayne,Huntington,Residence,4,CDC Gravid Trap,388,Aedes,Aedes japonicus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"5110 Sunset Drive, Huntington, Wayne Co., WV"
572,105,6/26/2017,6/27/2017,26,38.4,-82.5297,Wayne,Huntington,Residence,2,CDC Gravid Trap,389,Culex,Culex restuans,27,Negative,Negative,Negative,Negative,27,0,"5110 Sunset Drive, Huntington, Wayne Co., WV"
573,105,6/26/2017,6/27/2017,26,38.4,-82.5297,Wayne,Huntington,Residence,2,CDC Gravid Trap,390,Aedes,Aedes albopictus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"5110 Sunset Drive, Huntington, Wayne Co., WV"
574,105,6/26/2017,6/27/2017,26,38.4,-82.5297,Wayne,Huntington,Residence,2,CDC Light Trap WITH dry ice,389,Culex,Culex restuans,5,Negative,Negative,Negative,Negative,5,0,"5110 Sunset Drive, Huntington, Wayne Co., WV"
575,105,6/26/2017,6/27/2017,26,38.4,-82.5297,Wayne,Huntington,Residence,2,CDC Light Trap WITH dry ice,391,Coquillettidia,Coquilletidia perturbans,6,Not Tested,Not Tested,Not Tested,Not Tested,6,0,"5110 Sunset Drive, Huntington, Wayne Co., WV"
576,106,6/27/2017,6/28/2017,26,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Gravid Trap,392,Aedes,Aedes albopictus,3,Not Tested,Not Tested,Not Tested,Not Tested,3,0,"425 Camden Road, Huntington, Wayne Co., WV"
577,106,6/27/2017,6/28/2017,26,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Gravid Trap,393,Culex,Culex restuans,22,Negative,Negative,Negative,Negative,22,0,"425 Camden Road, Huntington, Wayne Co., WV"
578,106,6/27/2017,6/28/2017,26,38.4044,-82.4997,Wayne,Huntington,Urban site,2,CDC Gravid Trap,384,Aedes,Aedes japonicus,5,Negative,Negative,Negative,Negative,5,0,"425 Camden Road, Huntington, Wayne Co., WV"
579,107,6/27/2017,6/28/2017,26,38.4,-82.4958,Wayne,Huntington,Residence,2,CDC Gravid Trap,394,Culex,Culex restuans,39,Negative,Negative,Negative,Negative,39,0,"Park Avenue, Huntington, Wayne Co., WV"
580,107,6/27/2017,6/28/2017,26,38.4,-82.4958,Wayne,Huntington,Residence,2,CDC Gravid Trap,395,Aedes,Aedes japonicus,4,Not Tested,Not Tested,Not Tested,Not Tested,4,0,"Park Avenue, Huntington, Wayne Co., WV"
581,108,6/27/2017,6/28/2017,26,38.4187,-82.4512,Cabell,Huntington,Urban site,2,CDC Gravid Trap,396,Aedes,Aedes albopictus,11,Negative,Negative,Negative,Negative,11,0,"5th Street West, Huntington, Cabell Co., WV"
582,108,6/27/2017,6/28/2017,26,38.4187,-82.4512,Cabell,Huntington,Urban site,2,CDC Gravid Trap,397,Culex,Culex restuans,24,Negative,Negative,Negative,Negative,24,0,"5th Street West, Huntington, Cabell Co., WV"
583,108,6/27/2017,6/28/2017,26,38.4187,-82.4512,Cabell,Huntington,Urban site,2,CDC Gravid Trap,398,Aedes,Aedes triseriatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"5th Street West, Huntington, Cabell Co., WV"
584,109,6/27/2017,6/28/2017,26,38.4153,-82.4286,Cabell,Huntington,Urban site,2,CDC Gravid Trap,399,Aedes,Aedes albopictus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
585,109,6/27/2017,6/28/2017,26,38.4153,-82.4286,Cabell,Huntington,Urban site,2,CDC Gravid Trap,400,Culex,Culex restuans,9,Not Tested,Not Tested,Not Tested,Not Tested,9,0,"9 1/2 Alley, Huntington, Cabell Co., WV"
586,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,401,Aedes,Aedes trivittatus,27,Not Tested,Not Tested,Not Tested,Not Tested,27,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
587,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,401,Anopheles,Aedes vexans,16,Negative,Negative,Negative,Negative,16,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
588,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,402,Culex,Culex restuans,9,Negative,Negative,Negative,Negative,8,1,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
589,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,401,Aedes,Aedes trivittatus,7,Negative,Negative,Negative,Negative,7,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
590,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,403,Aedes,Aedes trivittatus,25,Negative,Negative,Negative,Negative,23,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
591,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,403,Aedes,Aedes vexans,11,Negative,Negative,Negative,Negative,11,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
592,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,402,Culex,Culex restuans,7,Negative,Negative,Negative,Negative,5,2,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
593,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,403,Aedes,Aedes trivittatus,11,Negative,Negative,Negative,Negative,11,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
594,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,403,Aedes,Aedes vexans,4,Negative,Negative,Negative,Negative,4,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
595,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,402,Culex,Culex restuans,5,Negative,Negative,Negative,Negative,4,1,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
596,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Light Trap WITH dry ice,404,Anopheles,Anopheles punctipennis,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
597,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Gravid Trap,405,Aedes,Aedes triseriatus,3,Not Tested,Not Tested,Not Tested,Not Tested,3,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
598,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Gravid Trap,405,Aedes,Aedes japonicus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
599,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Gravid Trap,406,Culex,Culex restuans,45,Negative,Negative,Negative,Negative,45,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
600,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Gravid Trap,407,Culex,Culex restuans,18,Negative,Negative,Negative,Negative,18,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
601,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Gravid Trap,405,Aedes,Aedes trivittatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
602,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Gravid Trap,407,Culex,Culex restuans,6,Negative,Negative,Negative,Negative,3,3,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
603,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Gravid Trap,405,Aedes,Aedes vexans,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
604,110,6/13/2017,6/14/2017,24,39.457,-78.0397,Berkeley,Martinsburg,Rural site,2,CDC Gravid Trap,405,Aedes,Aedes triseriatus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
605,111,6/13/2017,6/14/2017,24,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,408,Aedes,Aedes japonicus,2,Negative,Negative,Negative,Negative,2,0,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
606,111,6/13/2017,6/14/2017,24,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,409,Aedes,Aedes albopictus,3,Not Tested,Not Tested,Not Tested,Not Tested,3,0,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
607,111,6/13/2017,6/14/2017,24,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,410,Psorophora,Psorophora cilata,2,Not Tested,Not Tested,Not Tested,Not Tested,1,1,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
608,111,6/13/2017,6/14/2017,24,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,411,Anopheles,Anopheles punctipennis,5,Not Tested,Not Tested,Not Tested,Not Tested,5,0,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
609,111,6/13/2017,6/14/2017,24,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Gravid Trap,411,Anopheles,Anopheles punctipennis,2,Not Tested,Not Tested,Not Tested,Not Tested,1,1,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
610,111,6/13/2017,6/14/2017,24,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,411,Anopheles,Anopheles quadrimaculatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
611,111,6/13/2017,6/14/2017,24,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,408,Aedes,Aedes vexans,1,Negative,Negative,Negative,Negative,1,0,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
612,111,6/13/2017,6/14/2017,24,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,,Culex,Culex restuans,2,Not Tested,Not Tested,Not Tested,Not Tested,0,2,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
613,111,6/13/2017,6/14/2017,24,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,408,Aedes,Aedes vexans,46,Negative,Negative,Negative,Negative,46,0,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
614,111,6/13/2017,6/14/2017,24,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,408,Aedes,Aedes spp.,1,Negative,Negative,Negative,Negative,1,0,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
615,111,6/13/2017,6/14/2017,24,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,412,Aedes,Aedes trivittatus,10,Negative,Negative,Negative,Negative,10,0,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
616,111,6/13/2017,6/14/2017,24,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,412,Aedes,Aedes vexans,10,Negative,Negative,Negative,Negative,10,0,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
617,111,6/13/2017,6/14/2017,24,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,411,Anopheles,Anopheles punctipennis,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
618,111,6/13/2017,6/14/2017,24,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,2,CDC Light Trap WITH dry ice,411,Anopheles,Anopheles spp.,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
